,genre,publisher,critic_Score,user_Score,developer,cluster
4500,6,0,0.0,0.0,1,10
4501,6,25,70.0,7.3,710,29
4502,5,7,38.0,2.8,289,58
4503,0,7,75.0,7.0,35,6
4504,3,4,0.0,0.0,1,55
4505,0,7,71.0,5.7,35,16
4506,0,7,0.0,7.3,18,79
4507,5,18,61.0,7.6,184,95
4508,0,5,0.0,0.0,112,38
4509,0,2,0.0,0.0,1,38
4510,3,27,0.0,0.0,167,22
4511,3,0,69.0,6.0,32,16
4512,5,27,0.0,0.0,1,22
4513,6,138,0.0,0.0,1,59
4514,5,4,77.0,8.2,73,39
4515,6,8,63.0,7.2,79,81
4516,3,25,0.0,0.0,1,22
4517,0,7,0.0,0.0,1,38
4518,0,7,92.0,8.7,35,36
4519,0,7,79.0,7.6,297,6
4520,9,0,0.0,0.0,1,97
4521,1,29,0.0,0.0,1,22
4522,5,68,0.0,0.0,1,46
4523,0,29,0.0,0.0,1,22
4524,11,5,44.0,5.3,12,58
4525,5,39,0.0,0.0,1,17
4526,5,27,0.0,0.0,1,22
4527,5,13,66.0,7.6,46,95
4528,10,0,0.0,0.0,1,97
4529,5,8,0.0,0.0,1,55
4530,2,8,63.0,7.3,124,70
4531,3,3,0.0,0.0,1,55
4532,5,8,41.0,5.2,711,58
4533,5,16,43.0,6.3,218,9
4534,0,7,49.0,5.3,57,31
4535,1,4,0.0,0.0,701,38
4536,9,5,62.0,8.4,350,81
4537,5,20,67.0,8.8,312,95
4538,3,7,64.0,6.1,22,81
4539,10,13,85.0,8.6,712,73
4540,0,4,0.0,5.6,291,79
4541,3,5,79.0,7.3,555,6
4542,5,8,82.0,8.1,125,72
4543,3,27,0.0,0.0,371,22
4544,2,23,68.0,8.0,103,29
4545,4,7,58.0,7.5,88,70
4546,5,20,82.0,8.7,126,2
4547,1,17,66.0,7.5,48,95
4548,5,4,0.0,0.0,1,55
4549,11,0,90.0,9.0,54,77
4550,8,5,84.0,7.2,230,72
4551,0,7,65.0,0.0,391,35
4552,5,23,70.0,7.6,73,29
4553,3,12,76.0,0.0,284,47
4554,5,44,61.0,7.7,191,78
4555,8,2,80.0,7.5,482,72
4556,4,12,0.0,0.0,1,32
4557,2,4,79.0,5.2,66,6
4558,0,10,0.0,0.0,1,94
4559,10,27,0.0,0.0,167,66
4560,6,25,0.0,8.1,713,22
4561,0,7,68.0,5.4,35,16
4562,5,25,75.0,7.6,714,29
4563,1,17,65.0,6.0,715,95
4564,8,27,71.0,7.0,119,29
4565,0,7,53.0,8.3,242,31
4566,6,13,71.0,6.3,79,47
4567,5,27,0.0,0.0,1,22
4568,0,167,0.0,0.0,1,33
4569,5,12,71.0,7.0,105,47
4570,6,131,82.0,8.7,457,8
4571,1,11,0.0,0.0,1,94
4572,1,168,0.0,0.0,1,33
4573,0,3,0.0,8.2,427,79
4574,4,74,33.0,6.2,413,89
4575,0,8,86.0,8.3,82,36
4576,5,18,38.0,3.9,716,9
4577,11,25,0.0,0.0,1,66
4578,6,4,78.0,7.6,162,39
4579,2,169,0.0,0.0,1,33
4580,7,20,0.0,0.0,1,0
4581,0,3,51.0,4.6,717,31
4582,8,29,70.0,7.0,313,29
4583,9,92,72.0,8.4,597,48
4584,0,7,77.0,7.9,18,6
4585,3,5,0.0,0.0,1,55
4586,11,25,0.0,0.0,1,66
4587,5,5,47.0,0.0,252,31
4588,3,117,0.0,0.0,1,43
4589,0,8,70.0,8.3,129,16
4590,5,8,74.0,7.8,718,39
4591,2,0,0.0,0.0,1,10
4592,5,8,65.0,7.4,223,81
4593,3,170,0.0,0.0,719,33
4594,9,7,54.0,5.7,720,31
4595,5,18,80.0,6.9,50,47
4596,0,3,0.0,0.0,1,38
4597,0,7,0.0,4.3,35,38
4598,0,10,52.0,5.4,610,31
4599,5,20,0.0,0.0,1,90
4600,11,25,0.0,0.0,1,66
4601,3,27,60.0,5.1,284,84
4602,1,79,70.0,8.5,721,37
4603,3,5,72.0,5.8,12,16
4604,8,6,0.0,7.4,268,79
4605,10,17,0.0,0.0,1,0
4606,0,7,92.0,8.7,35,36
4607,0,7,0.0,0.0,57,38
4608,5,12,78.0,7.8,45,47
4609,2,5,0.0,0.0,1,38
4610,5,31,0.0,0.0,1,52
4611,11,22,60.0,8.8,722,95
4612,2,3,83.0,8.7,236,6
4613,5,25,0.0,0.0,1,22
4614,6,24,68.0,6.5,9,29
4615,4,22,57.0,0.0,213,53
4616,8,12,63.0,0.0,84,35
4617,2,2,0.0,0.0,339,10
4618,5,8,50.0,6.0,142,31
4619,8,7,49.0,7.4,252,31
4620,10,17,83.0,9.0,48,73
4621,5,3,0.0,0.0,1,55
4622,5,109,79.0,8.9,339,30
4623,1,27,53.0,8.2,168,53
4624,1,11,0.0,0.0,1,94
4625,6,8,0.0,0.0,1,55
4626,6,131,78.0,8.3,360,8
4627,4,5,82.0,8.8,288,72
4628,6,25,0.0,0.0,1,22
4629,0,171,73.0,5.8,723,93
4630,10,0,55.0,6.0,354,70
4631,3,25,0.0,0.0,1,22
4632,5,4,54.0,0.0,244,31
4633,3,18,0.0,0.0,379,90
4634,5,6,0.0,0.0,1,55
4635,5,8,49.0,0.0,339,31
4636,1,3,0.0,0.0,1,38
4637,10,5,70.0,8.1,157,81
4638,0,172,0.0,0.0,1,33
4639,0,8,70.0,6.3,129,16
4640,6,83,0.0,0.0,1,68
4641,5,4,56.0,5.8,141,70
4642,5,27,84.0,8.1,119,2
4643,1,7,70.0,6.3,707,16
4644,9,25,61.0,6.7,328,84
4645,0,52,0.0,4.5,544,82
4646,4,5,0.0,0.0,324,55
4647,0,7,72.0,0.0,391,16
4648,3,4,0.0,0.0,1,55
4649,11,1,81.0,7.7,154,72
4650,3,3,78.0,7.0,369,6
4651,9,25,0.0,0.0,1,66
4652,4,12,75.0,8.6,69,47
4653,9,27,0.0,7.8,157,66
4654,5,18,0.0,4.8,184,90
4655,0,12,73.0,6.7,69,47
4656,3,5,77.0,7.1,12,6
4657,5,7,67.0,7.3,107,81
4658,4,27,0.0,0.0,1,22
4659,4,5,0.0,0.0,12,55
4660,5,12,0.0,0.0,1,32
4661,3,103,0.0,0.0,1,20
4662,1,33,82.0,6.6,298,42
4663,9,22,72.0,5.9,724,29
4664,0,0,68.0,7.0,0,16
4665,5,18,0.0,0.0,1,90
4666,3,155,78.0,6.3,58,65
4667,10,5,0.0,0.0,242,97
4668,5,8,28.0,4.1,109,58
4669,9,9,0.0,0.0,1,32
4670,0,2,0.0,8.6,82,79
4671,0,7,0.0,0.0,57,38
4672,0,7,0.0,4.3,57,38
4673,5,4,76.0,7.2,6,39
4674,0,1,76.0,0.0,339,6
4675,0,119,66.0,3.9,280,71
4676,4,5,0.0,6.1,12,79
4677,0,2,80.0,7.4,82,6
4678,5,16,63.0,0.0,50,35
4679,8,3,0.0,0.0,1,97
4680,4,5,0.0,0.0,12,55
4681,5,4,80.0,6.9,66,72
4682,3,5,66.0,7.8,31,81
4683,6,8,0.0,0.0,1,55
4684,0,12,85.0,7.6,69,36
4685,2,27,39.0,4.7,314,86
4686,0,69,0.0,7.8,725,5
4687,0,4,0.0,8.7,291,79
4688,1,4,0.0,0.0,332,38
4689,5,37,51.0,7.0,38,19
4690,1,7,86.0,6.7,140,36
4691,0,68,84.0,7.9,691,12
4692,3,7,66.0,6.4,289,81
4693,6,1,55.0,5.9,726,70
4694,3,31,54.0,3.5,279,53
4695,5,4,62.0,8.3,67,81
4696,6,25,87.0,8.5,165,2
4697,10,3,0.0,0.0,1,97
4698,0,141,0.0,0.0,727,59
4699,9,7,77.0,6.9,57,39
4700,3,4,70.0,6.3,244,16
4701,8,4,75.0,6.6,162,39
4702,1,8,0.0,0.0,1,38
4703,0,4,0.0,0.0,244,38
4704,6,173,0.0,0.0,1,98
4705,8,29,0.0,0.0,1,66
4706,5,27,0.0,0.0,1,22
4707,0,7,74.0,3.8,57,16
4708,5,17,0.0,0.0,1,90
4709,0,7,85.0,8.1,30,36
4710,6,0,65.0,8.5,728,81
4711,8,6,79.0,5.2,262,72
4712,5,5,65.0,7.4,321,81
4713,5,31,0.0,0.0,1,52
4714,5,0,74.0,8.3,32,39
4715,1,33,51.0,5.5,298,19
4716,7,25,0.0,0.0,1,66
4717,5,20,80.0,7.3,312,2
4718,4,94,0.0,0.0,1,28
4719,6,83,0.0,0.0,360,68
4720,0,2,66.0,7.1,277,16
4721,0,156,0.0,0.0,1,3
4722,2,23,68.0,6.8,189,29
4723,4,5,0.0,0.0,729,55
4724,10,13,0.0,0.0,1,32
4725,1,27,73.0,7.8,526,29
4726,6,13,72.0,5.9,79,47
4727,4,5,0.0,0.0,1,55
4728,3,13,83.0,8.2,114,73
4729,0,7,73.0,7.4,57,16
4730,0,7,59.0,7.7,35,70
4731,0,8,73.0,7.7,129,16
4732,0,12,0.0,0.0,1,94
4733,5,33,68.0,7.9,345,88
4734,2,23,56.0,2.7,189,53
4735,8,18,62.0,7.5,603,95
4736,5,7,52.0,7.6,107,31
4737,6,25,81.0,9.0,233,2
4738,9,8,0.0,0.0,1,97
4739,6,62,79.0,8.5,573,12
4740,9,174,55.0,5.6,730,80
4741,5,20,79.0,8.3,126,2
4742,5,18,73.0,7.4,187,47
4743,8,8,0.0,0.0,1,97
4744,6,4,81.0,7.5,66,72
4745,4,7,71.0,8.0,98,16
4746,0,7,75.0,7.9,18,6
4747,11,8,0.0,8.0,182,79
4748,0,7,82.0,8.8,35,6
4749,8,7,60.0,6.7,36,70
4750,6,62,67.0,8.3,668,12
4751,5,18,0.0,0.0,1,90
4752,5,7,69.0,5.8,169,16
4753,9,25,48.0,7.8,117,9
4754,3,0,87.0,8.6,585,77
4755,0,12,58.0,7.8,731,70
4756,4,95,0.0,0.0,428,28
4757,1,4,0.0,0.0,332,38
4758,2,12,85.0,8.7,69,73
4759,8,46,89.0,8.4,77,87
4760,10,173,0.0,0.0,1,98
4761,3,30,76.0,8.8,58,42
4762,5,12,59.0,6.4,732,95
4763,5,5,68.0,6.3,12,81
4764,10,173,0.0,0.0,1,98
4765,0,68,83.0,8.1,691,12
4766,5,23,53.0,6.0,103,53
4767,8,37,50.0,7.0,610,19
4768,9,25,0.0,0.0,1,66
4769,0,22,0.0,0.0,1,90
4770,6,25,73.0,7.8,233,29
4771,2,17,71.0,7.4,603,47
4772,4,44,77.0,8.5,382,34
4773,5,27,60.0,7.1,173,84
4774,4,4,0.0,0.0,1,55
4775,5,0,72.0,9.3,733,39
4776,6,3,70.0,8.5,734,81
4777,5,25,0.0,0.0,1,22
4778,5,49,0.0,0.0,1,82
4779,11,2,0.0,0.0,1,97
4780,0,7,0.0,0.0,1,38
4781,9,133,86.0,8.5,485,8
4782,0,175,0.0,0.0,1,98
4783,0,3,51.0,0.0,315,31
4784,5,2,84.0,8.7,82,72
4785,5,12,67.0,8.4,557,95
4786,5,27,0.0,0.0,1,22
4787,7,0,0.0,0.0,1,10
4788,9,27,49.0,6.2,414,9
4789,5,31,63.0,7.1,50,84
4790,1,4,54.0,6.3,430,70
4791,0,4,58.0,0.0,484,70
4792,0,176,0.0,0.0,727,98
4793,4,1,81.0,7.5,355,72
4794,4,177,0.0,0.0,1,98
4795,6,13,80.0,8.4,91,47
4796,1,123,0.0,0.0,1,43
4797,0,8,91.0,8.9,82,36
4798,9,22,0.0,0.0,1,0
4799,0,76,59.0,8.7,244,75
4800,1,178,0.0,0.0,1,98
4801,0,8,0.0,0.0,1,38
4802,5,4,76.0,7.6,188,39
4803,11,25,0.0,0.0,1,66
4804,5,5,60.0,5.9,52,70
4805,8,0,69.0,7.4,293,81
4806,2,2,0.0,0.0,1,10
4807,6,3,72.0,8.2,735,39
4808,4,12,0.0,0.0,1,32
4809,10,8,0.0,0.0,1,97
4810,11,112,0.0,0.0,1,20
4811,9,179,0.0,0.0,1,98
4812,4,4,0.0,0.0,244,55
4813,0,7,53.0,5.5,297,31
4814,5,7,77.0,7.2,103,39
4815,6,25,0.0,0.0,1,22
4816,1,29,0.0,0.0,1,22
4817,1,37,45.0,5.3,736,40
4818,0,2,0.0,8.5,737,79
4819,0,8,0.0,0.0,1,38
4820,8,4,0.0,5.5,13,79
4821,0,5,31.0,2.7,12,58
4822,5,110,0.0,0.0,738,20
4823,6,13,84.0,7.7,305,73
4824,1,77,0.0,0.0,1,5
4825,2,63,49.0,5.9,468,27
4826,5,3,0.0,0.0,1,55
4827,10,2,0.0,0.0,1,97
4828,0,22,0.0,0.0,1,90
4829,5,13,0.0,0.0,1,32
4830,1,3,79.0,8.2,386,6
4831,6,121,78.0,8.4,547,30
4832,0,76,0.0,8.9,291,5
4833,4,0,81.0,8.7,739,72
4834,3,5,0.0,0.0,533,55
4835,10,27,0.0,0.0,1,66
4836,8,51,69.0,7.5,740,34
4837,6,12,76.0,7.6,69,47
4838,6,0,57.0,4.8,741,70
4839,6,25,70.0,7.0,742,29
4840,8,3,0.0,0.0,1,97
4841,0,7,77.0,6.2,57,6
4842,5,25,0.0,0.0,1,22
4843,0,57,63.0,0.0,743,27
4844,3,47,0.0,0.0,1,82
4845,3,90,0.0,0.0,1,28
4846,5,4,78.0,7.1,141,39
4847,2,3,85.0,8.4,236,36
4848,0,8,69.0,6.9,275,16
4849,5,4,68.0,0.0,80,81
4850,5,5,63.0,8.3,52,81
4851,6,13,0.0,0.0,1,32
4852,0,76,0.0,9.1,544,5
4853,0,6,0.0,1.1,744,38
4854,3,1,0.0,0.0,1,10
4855,5,7,0.0,8.8,604,79
4856,11,27,81.0,9.1,662,2
4857,0,12,0.0,0.0,1,94
4858,3,5,73.0,6.8,12,16
4859,5,17,59.0,6.0,745,95
4860,3,4,73.0,7.2,188,16
4861,4,94,0.0,0.0,1,28
4862,5,4,0.0,4.2,66,79
4863,9,15,71.0,8.6,654,47
4864,1,27,56.0,5.3,578,53
4865,0,2,79.0,6.8,737,6
4866,6,83,83.0,8.4,457,37
4867,5,5,85.0,7.1,321,72
4868,5,18,84.0,8.0,125,73
4869,5,27,39.0,5.8,318,86
4870,9,25,0.0,0.0,1,66
4871,9,5,67.0,8.2,9,81
4872,5,44,71.0,8.0,191,34
4873,5,39,80.0,8.4,591,87
4874,5,32,0.0,0.0,1,52
4875,0,12,0.0,0.0,1,94
4876,5,17,65.0,6.7,271,95
4877,1,7,75.0,7.8,35,6
4878,5,27,0.0,0.0,198,22
4879,11,7,0.0,0.0,1,97
4880,2,27,0.0,0.0,1,22
4881,9,7,79.0,7.0,57,72
4882,5,27,0.0,0.0,1,22
4883,3,1,49.0,0.0,746,31
4884,8,18,48.0,5.0,603,9
4885,8,134,59.0,6.9,562,56
4886,10,5,0.0,0.0,1,97
4887,0,2,66.0,0.0,82,16
4888,3,4,0.0,7.6,60,79
4889,5,7,0.0,3.2,22,55
4890,9,93,87.0,8.7,485,37
4891,5,76,27.0,4.8,747,89
4892,4,94,0.0,0.0,1,28
4893,8,5,70.0,6.9,695,81
4894,6,25,0.0,0.0,1,22
4895,1,17,68.0,5.6,715,95
4896,2,180,0.0,0.0,748,98
4897,0,29,85.0,8.7,302,42
4898,3,114,0.0,0.0,749,20
4899,0,7,81.0,8.0,57,6
4900,3,12,83.0,9.1,58,73
4901,8,23,81.0,8.9,74,2
4902,11,181,77.0,7.5,750,93
4903,0,12,0.0,0.0,1,94
4904,1,40,0.0,0.0,1,17
4905,6,5,59.0,7.8,165,70
4906,8,4,60.0,6.4,302,70
4907,6,137,86.0,8.9,9,8
4908,2,27,0.0,0.0,263,22
4909,0,3,83.0,8.5,427,6
4910,2,4,61.0,9.3,142,70
4911,5,13,86.0,8.5,388,73
4912,9,25,0.0,0.0,1,66
4913,4,1,0.0,0.0,1,10
4914,10,57,35.0,4.1,751,89
4915,7,3,0.0,0.0,1,97
4916,3,76,0.0,0.0,1,5
4917,5,7,69.0,6.3,255,16
4918,11,25,0.0,0.0,1,66
4919,0,7,85.0,6.7,22,36
4920,2,27,0.0,0.0,489,22
4921,3,31,0.0,0.0,1,52
4922,5,44,62.0,9.0,191,78
4923,10,31,0.0,0.0,378,66
4924,9,25,98.0,8.8,32,73
4925,5,4,57.0,5.6,73,70
4926,1,77,89.0,8.5,677,37
4927,0,7,0.0,0.0,1,38
4928,2,0,66.0,0.0,0,16
4929,3,27,0.0,7.6,752,22
4930,5,31,66.0,0.0,189,84
4931,8,4,69.0,3.4,6,81
4932,9,27,74.0,5.2,157,29
4933,9,27,75.0,7.2,167,29
4934,5,20,73.0,8.7,126,29
4935,5,22,73.0,6.6,753,29
4936,9,25,83.0,7.5,145,2
4937,4,44,77.0,9.1,382,34
4938,5,20,61.0,5.8,242,95
4939,10,31,65.0,8.6,48,84
4940,1,3,72.0,8.3,332,16
4941,2,27,0.0,0.0,1,22
4942,11,0,75.0,7.6,664,39
4943,9,15,0.0,0.0,1,32
4944,7,29,75.0,0.0,51,88
4945,8,20,78.0,8.8,126,47
4946,4,20,65.0,8.1,56,95
4947,11,13,75.0,7.1,754,47
4948,5,27,0.0,0.0,1,22
4949,0,5,45.0,4.3,475,31
4950,4,0,80.0,8.0,360,72
4951,4,12,0.0,0.0,69,32
4952,9,27,76.0,6.0,157,29
4953,0,2,0.0,6.8,82,79
4954,4,7,70.0,6.5,88,16
4955,11,27,80.0,2.1,568,2
4956,5,27,67.0,7.6,755,84
4957,0,8,0.0,0.0,1,38
4958,1,11,0.0,0.0,1,94
4959,5,1,56.0,7.2,353,70
4960,3,7,54.0,6.7,22,31
4961,4,7,69.0,7.3,22,16
4962,5,27,69.0,7.2,287,29
4963,2,5,91.0,7.9,200,36
4964,3,45,0.0,0.0,1,17
4965,8,4,0.0,4.4,11,97
4966,10,23,60.0,6.3,339,84
4967,0,7,75.0,8.6,35,6
4968,3,90,0.0,0.0,1,28
4969,8,3,0.0,0.0,1,97
4970,9,25,59.0,7.2,572,53
4971,1,18,0.0,0.0,1,90
4972,8,23,85.0,7.3,355,2
4973,5,3,0.0,0.0,1,55
4974,11,12,0.0,0.0,1,32
4975,8,10,63.0,6.6,249,95
4976,11,5,77.0,7.9,12,39
4977,3,10,0.0,0.0,756,94
4978,1,37,71.0,0.0,610,88
4979,8,4,0.0,0.0,1,97
4980,1,31,47.0,6.8,757,9
4981,5,12,57.0,8.0,69,95
4982,5,1,79.0,8.1,23,72
4983,4,7,0.0,6.3,24,79
4984,0,8,0.0,0.0,1,38
4985,5,44,62.0,7.0,191,78
4986,8,3,60.0,6.2,758,70
4987,3,31,0.0,0.0,1,52
4988,4,114,0.0,0.0,472,20
4989,7,51,82.0,8.7,112,87
4990,5,25,52.0,6.5,191,53
4991,8,39,48.0,3.7,759,40
4992,4,5,0.0,0.0,760,55
4993,5,7,0.0,0.0,1,55
4994,1,22,69.0,6.8,254,29
4995,6,13,75.0,7.1,91,47
4996,8,152,61.0,6.6,345,56
4997,5,31,58.0,5.3,103,19
4998,3,53,67.0,0.0,610,34
4999,5,182,0.0,0.0,1,98
5000,3,3,75.0,8.2,639,39
5001,9,44,0.0,0.0,1,17
5002,8,5,66.0,6.0,150,81
5003,11,4,0.0,3.0,297,97
5004,5,8,54.0,0.0,711,31
5005,1,144,0.0,0.0,1,59
5006,0,7,88.0,7.7,35,36
5007,10,5,0.0,0.0,1,97
5008,2,27,72.0,8.5,23,29
5009,7,3,0.0,0.0,1,97
5010,2,7,69.0,4.7,29,16
5011,7,49,75.0,0.0,370,34
5012,2,17,78.0,8.6,761,47
5013,5,4,0.0,0.0,1,55
5014,0,7,75.0,7.8,35,6
5015,1,33,85.0,8.1,298,42
5016,6,3,87.0,8.2,49,77
5017,5,20,0.0,0.0,1,90
5018,6,25,0.0,0.0,1,22
5019,5,35,0.0,0.0,762,52
5020,10,27,64.0,6.4,91,84
5021,5,7,44.0,5.4,289,58
5022,3,3,51.0,5.8,713,31
5023,9,27,76.0,8.7,157,29
5024,4,7,73.0,8.3,88,39
5025,5,19,69.0,7.7,314,29
5026,6,5,65.0,8.3,364,81
5027,2,3,91.0,9.1,32,36
5028,8,20,84.0,7.6,763,2
5029,5,3,0.0,0.0,190,55
5030,1,7,82.0,0.0,57,6
5031,9,62,79.0,8.2,764,12
5032,4,12,0.0,0.0,1,32
5033,2,27,75.0,8.6,263,29
5034,8,16,63.0,6.2,355,95
5035,5,1,68.0,6.8,165,81
5036,7,183,71.0,0.0,370,93
5037,5,18,62.0,6.7,184,95
5038,5,4,62.0,6.6,765,81
5039,0,4,77.0,8.4,6,6
5040,5,4,58.0,0.0,766,70
5041,9,29,59.0,6.7,313,53
5042,0,25,0.0,0.0,1,22
5043,8,78,52.0,6.0,351,75
5044,0,8,70.0,6.2,129,16
5045,9,17,80.0,8.0,48,47
5046,0,3,79.0,7.5,427,6
5047,0,3,78.0,0.0,698,6
5048,2,0,74.0,8.6,69,39
5049,4,5,0.0,0.0,1,55
5050,5,18,0.0,0.0,1,90
5051,9,7,83.0,9.0,255,72
5052,1,27,82.0,0.0,362,42
5053,5,17,59.0,9.0,203,95
5054,7,0,86.0,8.2,54,72
5055,5,68,0.0,0.0,1,46
5056,6,0,0.0,0.0,1,10
5057,0,4,60.0,5.4,244,70
5058,5,5,78.0,8.6,52,39
5059,3,8,0.0,0.0,1,55
5060,2,4,0.0,0.0,1,38
5061,6,44,84.0,6.4,563,87
5062,10,17,69.0,7.6,767,95
5063,8,4,76.0,7.9,6,39
5064,6,0,75.0,8.5,768,39
5065,5,35,54.0,0.0,38,19
5066,6,44,84.0,8.9,563,87
5067,1,33,0.0,0.0,1,52
5068,9,136,66.0,8.8,764,8
5069,6,8,74.0,7.7,238,39
5070,5,7,47.0,6.6,289,31
5071,3,117,0.0,0.0,1,43
5072,2,27,74.0,7.7,284,29
5073,0,3,83.0,8.4,427,6
5074,8,12,0.0,0.0,1,32
5075,2,31,62.0,7.7,80,19
5076,10,8,0.0,0.0,1,97
5077,3,39,0.0,0.0,1,17
5078,0,3,69.0,0.0,402,16
5079,3,17,75.0,0.0,769,47
5080,5,31,67.0,0.0,50,84
5081,3,27,55.0,7.8,484,53
5082,9,92,0.0,0.0,1,28
5083,5,7,55.0,5.4,294,70
5084,0,7,88.0,8.7,18,36
5085,3,125,0.0,0.0,1,43
5086,0,7,74.0,8.1,261,16
5087,3,184,0.0,0.0,1,67
5088,0,7,0.0,0.0,1,38
5089,3,121,80.0,8.1,694,30
5090,5,44,0.0,0.0,1,17
5091,5,7,66.0,7.1,289,81
5092,9,25,61.0,6.6,485,84
5093,5,27,63.0,6.9,252,84
5094,3,12,65.0,0.0,770,35
5095,8,8,0.0,8.3,223,79
5096,5,5,81.0,7.9,771,72
5097,1,27,70.0,8.3,168,29
5098,0,7,76.0,0.0,35,6
5099,5,8,72.0,8.2,182,16
5100,7,0,74.0,0.0,54,39
5101,3,51,0.0,0.0,685,82
5102,0,90,26.0,3.7,772,85
5103,9,92,0.0,0.0,1,28
5104,5,18,71.0,5.1,184,47
5105,0,2,71.0,5.7,280,16
5106,3,89,0.0,0.0,1,28
5107,5,8,45.0,5.8,508,31
5108,0,7,60.0,7.6,473,70
5109,4,10,0.0,0.0,655,32
5110,0,2,0.0,8.1,82,79
5111,3,3,0.0,0.0,1,55
5112,6,22,86.0,8.5,86,2
5113,5,12,65.0,0.0,69,35
5114,5,27,0.0,0.0,74,22
5115,9,25,0.0,0.0,1,66
5116,5,78,0.0,0.0,351,5
5117,8,23,69.0,7.8,89,29
5118,0,7,75.0,0.0,35,16
5119,0,7,0.0,0.0,1,38
5120,5,8,41.0,4.6,339,58
5121,4,8,81.0,6.9,182,6
5122,11,20,76.0,7.4,773,47
5123,5,5,0.0,3.5,200,55
5124,4,5,0.0,0.0,12,55
5125,5,12,75.0,7.4,69,47
5126,5,31,0.0,0.0,1,52
5127,5,8,44.0,5.6,508,58
5128,0,29,0.0,0.0,1,22
5129,8,7,87.0,8.3,192,72
5130,3,90,0.0,0.0,1,28
5131,3,66,0.0,0.0,774,46
5132,5,27,0.0,0.0,284,22
5133,1,3,77.0,8.3,63,6
5134,3,5,66.0,5.8,585,81
5135,7,29,0.0,0.0,1,66
5136,0,7,89.0,8.9,35,36
5137,6,24,0.0,0.0,1,22
5138,6,4,50.0,5.2,378,31
5139,5,17,72.0,7.4,712,47
5140,5,12,68.0,7.3,69,95
5141,5,7,0.0,0.0,1,55
5142,5,17,72.0,7.1,264,47
5143,0,3,0.0,0.0,1,38
5144,6,22,79.0,7.9,668,2
5145,4,5,82.0,9.3,637,72
5146,3,12,75.0,6.3,770,47
5147,9,22,0.0,0.0,1,0
5148,6,49,85.0,6.9,46,87
5149,5,33,75.0,7.2,702,88
5150,0,7,0.0,7.8,297,79
5151,4,12,74.0,8.8,69,47
5152,5,2,0.0,0.0,1,10
5153,8,5,74.0,8.4,73,39
5154,11,27,67.0,7.6,688,29
5155,0,4,75.0,7.2,60,6
5156,7,25,73.0,7.0,303,29
5157,2,51,0.0,0.0,245,82
5158,5,20,91.0,8.7,55,73
5159,5,5,92.0,8.4,12,77
5160,4,20,0.0,0.0,435,90
5161,4,73,0.0,0.0,775,5
5162,4,3,79.0,8.4,161,6
5163,0,12,0.0,0.0,1,94
5164,2,5,0.0,0.0,1,38
5165,5,35,64.0,0.0,576,19
5166,0,7,85.0,7.8,18,36
5167,9,8,58.0,7.5,776,70
5168,0,7,63.0,6.9,35,70
5169,3,12,0.0,0.0,284,94
5170,3,8,81.0,8.4,182,6
5171,1,3,0.0,0.0,1,38
5172,5,25,45.0,0.0,761,9
5173,2,12,59.0,8.6,69,95
5174,1,3,55.0,5.7,298,70
5175,5,7,43.0,5.7,289,58
5176,8,33,67.0,6.3,298,88
5177,3,7,0.0,0.0,1,55
5178,8,49,76.0,7.7,162,34
5179,3,12,82.0,7.8,58,73
5180,10,31,0.0,0.0,289,66
5181,8,7,49.0,6.0,777,31
5182,5,12,70.0,4.7,679,47
5183,1,5,0.0,0.0,1,38
5184,9,107,76.0,7.9,229,30
5185,4,45,0.0,0.0,1,17
5186,3,2,0.0,0.0,1,10
5187,0,12,0.0,0.0,1,94
5188,3,32,0.0,0.0,1,52
5189,3,4,0.0,0.0,548,55
5190,9,5,68.0,8.0,778,81
5191,2,27,0.0,0.0,1,22
5192,3,5,66.0,6.1,12,81
5193,9,25,67.0,7.2,117,29
5194,0,4,78.0,8.3,141,6
5195,3,30,0.0,0.0,58,52
5196,8,2,79.0,7.3,779,72
5197,10,153,0.0,0.0,1,3
5198,10,29,0.0,0.0,1,66
5199,0,138,0.0,0.0,1,59
5200,6,3,75.0,8.2,780,39
5201,6,5,0.0,0.0,1,55
5202,0,8,87.0,7.9,82,36
5203,11,25,0.0,0.0,1,66
5204,8,2,79.0,7.6,482,72
5205,11,13,0.0,0.0,1,32
5206,9,25,0.0,0.0,1,66
5207,3,22,60.0,0.0,781,84
5208,5,13,59.0,6.9,745,95
5209,0,49,72.0,8.6,313,34
5210,4,168,0.0,0.0,1,33
5211,11,112,0.0,0.0,1,20
5212,0,1,74.0,8.8,380,16
5213,0,7,0.0,0.0,225,38
5214,1,76,0.0,0.0,747,5
5215,0,4,55.0,0.0,244,70
5216,0,7,0.0,0.0,1,38
5217,1,22,82.0,8.0,631,2
5218,9,7,58.0,8.7,35,70
5219,0,27,63.0,0.0,246,84
5220,0,5,70.0,7.5,12,16
5221,5,25,0.0,0.0,761,22
5222,11,39,81.0,7.9,782,87
5223,1,185,64.0,0.0,234,93
5224,8,33,63.0,7.4,783,19
5225,3,5,0.0,6.0,12,79
5226,5,27,0.0,0.0,1,22
5227,11,44,72.0,8.7,395,34
5228,10,110,0.0,0.0,784,20
5229,4,7,0.0,0.0,22,55
5230,10,0,65.0,8.2,506,81
5231,10,3,52.0,7.2,252,31
5232,3,4,87.0,6.4,373,36
5233,5,31,63.0,6.6,543,84
5234,3,12,0.0,0.0,1,94
