,genre,publisher,critic_Score,user_Score,developer,cluster
6960,3,4,0.0,5.4,244,79
6961,6,224,69.0,7.5,946,57
6962,6,8,89.0,9.1,124,77
6963,1,8,69.0,8.5,947,16
6964,1,2,87.0,5.3,40,36
6965,0,12,0.0,0.0,1,94
6966,3,76,0.0,0.0,1,5
6967,3,61,0.0,5.4,650,46
6968,11,22,72.0,2.8,174,29
6969,6,8,0.0,0.0,1,55
6970,7,0,0.0,0.0,1,10
6971,4,7,72.0,7.3,88,16
6972,8,27,74.0,7.4,568,29
6973,3,47,0.0,0.0,1,82
6974,9,136,67.0,8.5,234,8
6975,0,61,0.0,0.0,1,46
6976,0,12,0.0,0.0,1,94
6977,8,16,72.0,3.5,29,47
6978,1,89,0.0,8.7,638,28
6979,3,27,0.0,0.0,284,22
6980,4,31,51.0,5.3,580,53
6981,0,37,79.0,7.8,905,42
6982,10,5,0.0,0.0,1,97
6983,2,4,70.0,8.9,142,16
6984,9,25,0.0,0.0,1,66
6985,3,47,0.0,0.0,1,82
6986,0,27,0.0,0.0,1,22
6987,1,48,75.0,7.6,419,34
6988,6,5,64.0,5.9,165,81
6989,1,7,70.0,7.5,297,16
6990,7,170,0.0,0.0,948,33
6991,4,31,0.0,0.0,91,52
6992,0,8,0.0,0.0,1,38
6993,9,9,0.0,0.0,1,32
6994,5,39,0.0,0.0,1,17
6995,6,25,57.0,6.2,885,53
6996,4,5,82.0,9.2,91,72
6997,0,4,32.0,1.5,540,58
6998,2,27,0.0,0.0,1,22
6999,3,10,0.0,0.0,949,94
7000,5,8,0.0,0.0,1,55
7001,2,4,72.0,7.2,66,16
7002,0,8,0.0,0.0,1,38
7003,5,225,0.0,0.0,1,24
7004,6,8,0.0,0.0,1,55
7005,0,2,0.0,0.0,1,38
7006,1,27,0.0,0.0,1,22
7007,3,25,0.0,0.0,1,22
7008,1,37,0.0,0.0,1,52
7009,6,5,0.0,0.0,1,55
7010,3,117,0.0,0.0,1,43
7011,8,7,0.0,0.0,1,97
7012,5,8,0.0,0.0,1,55
7013,0,5,0.0,0.0,1,38
7014,6,206,0.0,0.0,1,74
7015,10,4,0.0,0.0,1,97
7016,9,3,0.0,0.0,1,97
7017,8,109,0.0,0.0,1,20
7018,5,3,0.0,0.0,1,55
7019,4,181,0.0,0.0,1,98
7020,3,30,0.0,0.0,1,52
7021,2,7,0.0,0.0,1,38
7022,3,2,0.0,0.0,1,10
7023,3,25,0.0,0.0,1,22
7024,1,3,0.0,0.0,1,38
7025,1,171,0.0,0.0,1,33
7026,5,25,0.0,0.0,1,22
7027,6,215,0.0,0.0,1,74
7028,5,44,0.0,0.0,1,17
7029,0,7,0.0,0.0,1,38
7030,8,226,0.0,0.0,1,24
7031,1,4,0.0,0.0,1,38
7032,0,3,0.0,0.0,1,38
7033,5,31,72.0,6.0,50,88
7034,1,37,86.0,9.0,163,42
7035,11,112,0.0,0.0,1,20
7036,0,83,0.0,0.0,1,68
7037,2,5,0.0,0.0,1,38
7038,0,25,0.0,0.0,1,22
7039,1,96,0.0,0.0,1,28
7040,7,4,0.0,0.0,1,97
7041,0,165,0.0,0.0,1,33
7042,2,4,0.0,0.0,1,38
7043,1,29,0.0,0.0,1,22
7044,8,227,73.0,7.7,8,57
7045,0,3,68.0,7.0,315,16
7046,6,8,75.0,9.0,293,39
7047,1,6,40.0,7.4,70,58
7048,6,8,0.0,0.0,1,55
7049,6,49,76.0,6.5,494,34
7050,8,33,60.0,7.1,783,19
7051,2,17,77.0,7.1,80,47
7052,5,3,73.0,7.4,950,39
7053,6,4,65.0,6.7,378,81
7054,4,228,68.0,0.0,951,57
7055,3,93,0.0,0.0,1,28
7056,3,25,60.0,0.0,933,84
7057,1,149,37.0,0.0,400,60
7058,11,44,0.0,0.0,1,17
7059,3,3,0.0,0.0,1,55
7060,9,0,64.0,5.9,375,81
7061,5,4,0.0,0.0,1,55
7062,6,121,53.0,7.5,563,71
7063,0,2,0.0,0.0,277,38
7064,8,13,58.0,6.1,105,95
7065,0,4,75.0,0.0,168,16
7066,10,91,0.0,0.0,1,28
7067,0,33,0.0,0.0,1,52
7068,5,7,71.0,8.8,22,16
7069,3,5,0.0,0.0,533,55
7070,5,13,0.0,0.0,1,32
7071,0,12,0.0,0.0,1,94
7072,0,4,0.0,0.0,544,38
7073,0,7,36.0,3.1,18,58
7074,0,52,0.0,0.0,244,82
7075,4,4,66.0,6.1,505,81
7076,3,31,0.0,0.0,888,52
7077,6,5,90.0,8.8,9,77
7078,3,3,0.0,0.0,1,55
7079,5,3,0.0,0.0,1,55
7080,3,31,0.0,0.0,1,52
7081,1,25,74.0,7.1,32,29
7082,5,4,67.0,0.0,142,81
7083,4,190,0.0,0.0,1,67
7084,0,7,77.0,0.0,57,6
7085,0,12,0.0,0.0,1,94
7086,3,5,0.0,8.8,12,79
7087,5,12,53.0,7.0,431,31
7088,6,229,71.0,7.0,902,57
7089,11,4,78.0,8.0,143,39
7090,8,51,63.0,7.0,537,78
7091,0,29,76.0,8.2,302,42
7092,0,12,0.0,0.0,1,94
7093,2,27,66.0,8.3,365,84
7094,3,31,0.0,0.0,442,52
7095,3,25,0.0,0.0,1,22
7096,3,25,77.0,8.1,32,29
7097,7,29,0.0,0.0,1,66
7098,7,27,62.0,0.0,314,84
7099,11,8,0.0,0.0,1,97
7100,5,22,71.0,6.8,65,29
7101,8,4,50.0,5.6,952,31
7102,5,22,65.0,6.1,316,84
7103,1,48,62.0,0.0,435,78
7104,7,61,0.0,0.0,1,46
7105,0,22,0.0,0.0,818,90
7106,3,27,49.0,0.0,912,53
7107,4,5,59.0,7.5,722,70
7108,0,12,0.0,0.0,1,94
7109,5,4,0.0,0.0,1,55
7110,11,2,0.0,0.0,1,97
7111,6,3,0.0,0.0,1,55
7112,5,25,0.0,0.0,1,22
7113,0,7,80.0,7.9,152,6
7114,1,27,65.0,7.1,953,84
7115,5,27,65.0,0.0,198,84
7116,6,8,59.0,8.0,954,70
7117,2,27,0.0,0.0,1,22
7118,3,230,42.0,6.8,955,57
7119,10,23,78.0,6.6,659,2
7120,5,5,0.0,0.0,1,55
7121,5,27,0.0,0.0,1,22
7122,4,12,75.0,8.8,339,47
7123,6,7,58.0,7.2,364,70
7124,0,12,0.0,0.0,1,94
7125,3,231,0.0,0.0,1,24
7126,11,183,85.0,7.9,370,93
7127,6,15,83.0,8.3,323,73
7128,5,5,83.0,8.6,12,72
7129,9,61,0.0,0.0,1,46
7130,6,25,0.0,0.0,1,22
7131,5,18,0.0,7.6,184,90
7132,6,121,86.0,7.7,889,30
7133,7,170,0.0,0.0,1,33
7134,5,44,53.0,7.4,191,78
7135,5,23,47.0,8.8,103,9
7136,5,4,55.0,8.1,245,70
7137,1,149,51.0,2.1,598,56
7138,4,10,65.0,6.8,165,81
7139,9,133,73.0,7.5,956,8
7140,10,232,0.0,0.0,957,24
7141,0,4,0.0,8.0,244,79
7142,0,3,57.0,4.0,402,70
7143,6,0,76.0,7.9,328,39
7144,6,208,70.0,8.2,683,96
7145,5,105,57.0,8.0,265,48
7146,3,153,0.0,0.0,1,3
7147,5,12,63.0,7.8,361,95
7148,3,5,0.0,0.0,1,55
7149,10,5,0.0,0.0,1,97
7150,1,79,59.0,4.3,598,75
7151,3,3,0.0,0.0,1,55
7152,2,23,67.0,9.2,660,84
7153,5,121,58.0,6.6,203,71
7154,9,136,75.0,8.5,764,8
7155,8,5,0.0,0.0,1,97
7156,3,27,0.0,0.0,1,22
7157,9,25,0.0,0.0,1,66
7158,10,78,57.0,0.0,351,75
7159,0,2,68.0,4.4,82,16
7160,5,2,51.0,6.3,339,31
7161,5,7,78.0,6.0,192,6
7162,8,5,76.0,8.9,249,39
7163,5,8,0.0,0.0,1,55
7164,5,7,70.0,7.4,22,16
7165,0,233,0.0,0.0,1,24
7166,6,5,81.0,8.8,48,72
7167,3,119,0.0,0.0,1,43
7168,4,141,0.0,0.0,379,59
7169,2,23,67.0,0.0,958,84
7170,1,22,72.0,5.7,504,29
7171,10,137,0.0,0.0,1,59
7172,5,27,69.0,7.3,287,29
7173,5,234,64.0,0.0,959,57
7174,0,12,0.0,0.0,1,94
7175,5,12,58.0,5.2,281,95
7176,4,5,0.0,0.0,846,55
7177,6,190,0.0,7.0,573,67
7178,0,12,0.0,0.0,1,94
7179,5,12,72.0,7.3,960,47
7180,8,8,68.0,7.4,249,81
7181,5,5,49.0,6.4,12,31
7182,5,2,74.0,7.9,3,39
7183,3,25,0.0,0.0,1,22
7184,5,8,61.0,7.3,67,70
7185,0,3,57.0,6.0,402,70
7186,5,25,49.0,7.0,191,9
7187,3,76,0.0,0.0,704,5
7188,5,141,0.0,0.0,596,59
7189,3,30,0.0,0.0,58,52
7190,6,31,71.0,8.4,276,88
7191,5,17,0.0,0.0,1,90
7192,4,94,0.0,0.0,1,28
7193,4,12,0.0,0.0,1,32
7194,6,17,78.0,6.9,48,47
7195,0,12,0.0,0.0,1,94
7196,11,112,0.0,0.0,1,20
7197,6,8,71.0,7.6,201,16
7198,1,29,0.0,0.0,1,22
7199,8,109,0.0,0.0,1,20
7200,4,7,49.0,2.6,195,31
7201,10,0,50.0,8.9,48,31
7202,6,5,69.0,6.9,165,81
7203,3,0,0.0,0.0,167,10
7204,8,20,52.0,4.9,265,53
7205,5,4,0.0,0.0,1,55
7206,6,33,0.0,0.0,1,52
7207,3,4,0.0,0.0,1,55
7208,1,6,0.0,0.0,70,38
7209,8,7,62.0,8.3,620,81
7210,5,20,74.0,7.9,312,29
7211,0,27,65.0,2.4,167,84
7212,7,217,46.0,0.0,961,57
7213,6,13,66.0,6.5,46,95
7214,3,12,0.0,0.0,69,94
7215,3,22,51.0,0.0,866,53
7216,6,25,0.0,0.0,1,22
7217,5,5,56.0,6.4,690,70
7218,11,7,0.0,0.0,1,97
7219,8,12,0.0,0.0,1,32
7220,2,4,0.0,0.0,1,38
7221,0,29,0.0,0.0,1,22
7222,5,235,0.0,0.0,1,24
7223,9,5,23.0,3.0,12,58
7224,5,23,62.0,0.0,65,84
7225,5,4,60.0,7.5,245,70
7226,10,12,0.0,0.0,1,32
7227,0,37,79.0,8.9,67,42
7228,11,236,0.0,0.0,1,24
7229,5,27,0.0,0.0,167,22
7230,9,168,0.0,0.0,1,33
7231,5,25,0.0,0.0,1,22
7232,8,13,82.0,7.1,51,73
7233,3,12,63.0,5.9,962,95
7234,10,27,0.0,0.0,1,66
7235,5,7,0.0,0.0,1,55
7236,11,13,77.0,6.2,754,47
7237,8,44,43.0,5.3,382,40
7238,6,74,53.0,5.9,963,75
7239,4,5,81.0,8.5,604,72
7240,3,136,69.0,0.0,764,8
7241,3,3,0.0,0.0,1,55
7242,9,17,0.0,0.0,1,0
7243,3,3,83.0,9.0,58,72
7244,0,33,0.0,0.0,1,52
7245,6,36,0.0,0.0,1,52
7246,10,27,0.0,0.0,435,66
7247,8,6,0.0,0.0,1,97
7248,0,7,79.0,9.0,964,6
7249,3,3,0.0,0.0,1,55
7250,3,27,64.0,6.0,281,84
7251,10,12,75.0,0.0,69,47
7252,6,1,72.0,8.4,345,39
7253,10,25,0.0,0.0,1,66
7254,5,12,0.0,0.0,1,32
7255,6,190,0.0,0.0,1,67
7256,10,3,0.0,0.0,1,97
7257,3,186,0.0,0.0,1,67
7258,8,11,0.0,0.0,1,32
7259,9,11,0.0,0.0,1,32
7260,5,56,0.0,0.0,1,82
7261,7,81,0.0,0.0,1,68
7262,0,219,0.0,0.0,1,74
7263,8,11,74.0,7.4,202,47
7264,5,27,0.0,0.0,1,22
7265,10,25,0.0,0.0,1,66
7266,1,27,0.0,0.0,707,22
7267,6,5,85.0,8.6,79,72
7268,5,12,49.0,4.6,69,31
7269,0,4,0.0,0.0,965,38
7270,3,5,0.0,4.2,12,79
7271,0,3,76.0,7.8,427,6
7272,0,7,66.0,0.0,366,35
7273,5,119,0.0,0.0,1,43
7274,11,47,0.0,0.0,1,62
7275,5,2,82.0,8.6,82,72
7276,4,35,0.0,0.0,112,52
7277,0,8,0.0,0.0,1,38
7278,9,27,68.0,7.0,167,29
7279,9,7,54.0,6.3,35,31
7280,0,12,0.0,0.0,1,94
7281,5,25,0.0,8.8,966,22
7282,6,237,79.0,7.8,967,26
7283,8,20,62.0,8.5,265,95
7284,3,5,0.0,0.0,12,55
7285,5,4,73.0,7.0,245,39
7286,3,51,0.0,0.0,1,82
7287,1,4,0.0,0.0,707,38
7288,7,238,0.0,0.0,1,24
7289,2,12,61.0,7.3,181,95
7290,5,20,70.0,8.4,968,29
7291,5,19,71.0,7.4,314,29
7292,9,18,82.0,7.9,134,73
7293,3,7,52.0,0.0,38,31
7294,8,66,0.0,0.0,704,46
7295,6,8,68.0,8.5,124,81
7296,8,4,65.0,8.6,969,81
7297,3,25,0.0,0.0,1,22
7298,0,22,76.0,8.5,40,29
7299,6,121,87.0,8.2,547,30
7300,5,8,58.0,8.0,353,70
7301,8,27,72.0,7.2,970,29
7302,5,39,82.0,8.6,591,87
7303,3,25,53.0,0.0,145,53
7304,5,4,0.0,0.0,544,55
7305,2,23,67.0,7.3,218,84
7306,0,7,0.0,3.4,35,38
7307,9,25,61.0,4.4,730,84
7308,11,3,0.0,0.0,1,97
7309,5,7,70.0,8.1,971,16
7310,0,65,0.0,0.0,1,46
7311,4,5,0.0,0.0,1,55
7312,0,44,0.0,0.0,1,17
7313,5,7,0.0,0.0,1,55
7314,6,25,0.0,0.0,1,22
7315,10,5,0.0,0.0,972,97
7316,3,25,0.0,0.0,1,22
7317,7,0,0.0,0.0,1,10
7318,0,29,0.0,0.0,1,22
7319,5,18,75.0,7.9,172,47
7320,5,4,64.0,0.0,188,81
7321,10,151,0.0,0.0,1,3
7322,9,17,79.0,7.5,48,47
7323,0,12,0.0,0.0,1,94
7324,5,25,0.0,0.0,1,22
7325,11,44,0.0,0.0,1,17
7326,1,7,0.0,0.0,1,38
7327,3,0,0.0,0.0,1,10
7328,3,25,0.0,0.0,1,22
7329,5,3,68.0,8.0,973,81
7330,3,90,0.0,0.0,1,28
7331,5,12,0.0,0.0,1,32
7332,6,39,60.0,6.3,910,19
7333,6,44,72.0,7.6,194,34
7334,5,25,55.0,6.8,491,53
7335,10,49,0.0,0.0,1,62
7336,4,10,0.0,0.0,1,32
7337,8,4,0.0,0.0,1,97
7338,4,12,0.0,0.0,1,32
7339,3,2,0.0,0.0,1,10
7340,10,25,0.0,0.0,1,66
7341,5,44,0.0,0.0,1,17
7342,3,14,0.0,0.0,1,94
7343,2,23,0.0,0.0,1,22
7344,0,190,0.0,0.0,1,67
7345,5,8,0.0,0.0,1,55
7346,8,20,0.0,0.0,1,0
7347,4,239,0.0,0.0,1,24
7348,0,7,0.0,0.0,1,38
7349,4,4,0.0,0.0,1,55
7350,3,25,0.0,0.0,1,22
7351,0,12,0.0,0.0,1,94
7352,4,10,0.0,0.0,1,32
7353,5,17,0.0,0.0,1,90
7354,10,32,0.0,0.0,1,66
7355,5,12,0.0,0.0,1,32
7356,5,23,0.0,0.0,1,22
7357,1,76,0.0,0.0,1,5
7358,2,65,0.0,0.0,1,46
7359,5,4,0.0,0.0,1,55
7360,0,3,0.0,0.0,1,38
7361,11,17,0.0,0.0,1,0
7362,3,0,0.0,0.0,1,10
7363,0,4,0.0,0.0,1,38
7364,8,126,0.0,0.0,1,43
7365,8,2,0.0,0.0,1,97
7366,5,4,0.0,0.0,1,55
7367,10,31,0.0,0.0,1,66
7368,0,66,0.0,0.0,1,46
7369,1,8,0.0,0.0,1,38
7370,5,4,0.0,0.0,1,55
7371,5,12,0.0,0.0,1,32
7372,3,5,0.0,0.0,1,55
7373,5,44,0.0,0.0,1,17
7374,4,240,0.0,0.0,1,24
7375,5,20,0.0,0.0,1,90
7376,1,33,0.0,0.0,1,52
7377,8,51,0.0,0.0,1,62
7378,0,8,0.0,0.0,1,38
7379,0,7,69.0,7.5,22,16
7380,0,2,74.0,5.3,82,16
7381,3,1,74.0,7.0,58,39
7382,6,8,0.0,0.0,1,55
7383,6,36,0.0,0.0,1,52
7384,5,39,86.0,7.4,119,87
7385,6,44,79.0,8.5,563,87
7386,6,233,63.0,4.4,974,57
7387,5,44,44.0,7.0,975,40
7388,0,7,81.0,6.8,98,6
7389,5,31,62.0,6.3,976,19
7390,3,1,0.0,0.0,1,10
7391,10,37,0.0,0.0,977,52
7392,3,30,0.0,0.0,58,52
7393,0,37,55.0,4.2,163,19
7394,1,171,74.0,8.3,715,93
7395,6,67,77.0,8.5,364,12
7396,5,7,65.0,6.4,580,81
7397,6,8,80.0,8.9,124,72
7398,5,25,0.0,0.0,1,22
7399,5,7,76.0,8.4,579,39
7400,0,5,61.0,6.5,52,70
7401,0,4,0.0,7.4,244,79
7402,4,35,0.0,0.0,978,52
7403,1,4,0.0,0.0,794,38
7404,9,23,36.0,4.4,228,86
7405,0,2,73.0,6.1,157,16
7406,5,44,64.0,6.4,191,78
7407,0,4,0.0,3.5,244,38
7408,5,51,51.0,7.5,685,78
7409,4,12,0.0,0.0,69,32
7410,4,10,0.0,8.9,460,79
7411,0,153,0.0,0.0,1,3
7412,5,25,71.0,8.2,303,29
7413,4,10,51.0,0.0,572,31
7414,6,22,0.0,0.0,1,90
7415,8,2,69.0,7.8,596,81
7416,5,16,73.0,8.6,105,47
7417,5,23,72.0,8.9,103,29
7418,0,158,0.0,0.0,979,3
7419,0,241,0.0,0.0,1,45
7420,6,121,65.0,7.4,902,71
7421,2,7,68.0,8.5,218,16
7422,4,5,0.0,0.0,12,55
7423,11,5,0.0,0.0,321,97
7424,1,7,55.0,0.0,980,70
7425,8,49,39.0,3.3,643,40
7426,10,3,72.0,7.8,236,39
7427,8,37,51.0,2.8,610,19
7428,0,0,0.0,0.0,1,10
7429,1,4,0.0,0.0,707,38
7430,11,112,0.0,0.0,1,20
7431,0,144,0.0,0.0,1,59
7432,6,121,0.0,0.0,1,43
7433,7,187,0.0,0.0,738,67
7434,4,5,0.0,0.0,12,55
7435,3,5,58.0,8.3,52,70
7436,5,18,60.0,7.1,184,95
7437,1,27,61.0,0.0,408,84
7438,5,234,0.0,0.0,1,24
7439,5,12,0.0,0.0,1,32
7440,10,242,0.0,0.0,948,45
7441,10,12,0.0,0.0,1,32
7442,6,39,0.0,0.0,1,17
7443,4,5,0.0,0.0,1,55
7444,5,18,0.0,0.0,1,90
7445,3,3,0.0,0.0,1,55
7446,9,25,0.0,0.0,1,66
7447,6,37,0.0,0.0,1,52
7448,8,12,0.0,0.0,1,32
7449,6,13,0.0,0.0,1,32
7450,3,48,0.0,0.0,1,82
7451,5,20,84.0,8.9,981,73
7452,5,4,0.0,0.0,544,55
7453,5,0,0.0,0.0,1,10
7454,5,5,82.0,7.4,411,72
7455,0,12,0.0,0.0,1,94
7456,9,193,0.0,0.0,1,67
7457,7,129,0.0,0.0,791,43
7458,5,2,0.0,0.0,1,10
7459,10,5,39.0,5.6,838,58
7460,2,3,0.0,0.0,1,38
7461,8,185,48.0,4.3,982,80
7462,3,22,75.0,0.0,80,29
7463,0,201,0.0,0.0,1,7
7464,8,4,0.0,0.0,1,97
7465,3,8,0.0,0.0,1,55
7466,5,4,0.0,0.0,1,55
7467,8,7,0.0,0.0,1,97
7468,0,10,0.0,0.0,1,94
7469,3,3,0.0,0.0,1,55
7470,8,5,0.0,0.0,1,97
7471,9,4,0.0,0.0,1,97
7472,5,22,0.0,0.0,1,90
7473,5,73,0.0,0.0,1,5
7474,5,25,0.0,0.0,1,22
7475,1,17,44.0,5.4,715,9
7476,0,10,47.0,0.0,247,31
7477,0,7,0.0,0.0,1,38
7478,3,5,0.0,0.0,1,55
7479,5,18,64.0,6.8,50,95
7480,5,27,69.0,7.0,167,29
7481,3,0,0.0,0.0,1,10
7482,1,5,80.0,7.0,422,6
7483,0,49,54.0,7.6,983,78
7484,0,171,0.0,0.0,1,33
7485,6,25,0.0,0.0,1,22
7486,5,4,0.0,0.0,1,55
7487,10,22,39.0,4.4,984,9
7488,3,180,34.0,7.0,748,80
7489,1,48,64.0,8.3,40,78
7490,3,27,0.0,0.0,1,22
7491,0,12,0.0,0.0,1,94
7492,9,27,0.0,0.0,1,66
7493,3,3,0.0,0.0,1,55
7494,8,79,0.0,0.0,1,68
7495,6,17,0.0,0.0,1,90
7496,10,243,0.0,0.0,1,45
7497,1,98,0.0,0.0,1,28
7498,10,45,0.0,0.0,1,62
7499,5,31,0.0,0.0,1,52
7500,0,4,0.0,0.0,1,38
7501,6,135,0.0,0.0,1,59
7502,6,25,0.0,0.0,1,22
7503,1,29,0.0,0.0,1,22
7504,3,186,0.0,0.0,1,67
7505,6,5,0.0,0.0,1,55
7506,1,33,0.0,0.0,1,52
7507,6,62,0.0,0.0,1,46
7508,5,37,0.0,0.0,1,52
7509,4,112,0.0,0.0,1,20
7510,5,31,0.0,0.0,1,52
7511,2,8,0.0,0.0,1,38
7512,11,27,0.0,0.0,1,66
7513,0,12,0.0,0.0,1,94
7514,10,5,0.0,0.0,1,97
7515,0,8,0.0,0.0,1,38
7516,0,27,0.0,0.0,1,22
7517,7,79,0.0,0.0,1,68
7518,1,27,0.0,0.0,1,22
7519,5,4,0.0,0.0,1,55
7520,3,0,0.0,0.0,1,10
7521,2,51,51.0,5.3,214,78
7522,5,4,58.0,4.4,252,70
7523,0,7,71.0,5.1,18,16
7524,3,4,84.0,6.1,891,72
7525,3,61,0.0,0.0,650,46
7526,0,5,38.0,7.9,850,58
7527,8,4,77.0,8.6,60,39
7528,5,25,52.0,5.7,145,53
7529,6,44,76.0,7.7,683,34
7530,3,27,0.0,0.0,103,22
7531,10,210,0.0,0.0,701,74
7532,5,61,0.0,0.0,1,46
7533,11,12,0.0,0.0,1,32
7534,8,8,45.0,3.5,101,31
7535,5,12,0.0,7.2,102,79
7536,0,7,75.0,7.5,985,6
7537,3,76,0.0,0.0,1,5
7538,1,76,0.0,8.1,687,5
7539,0,7,83.0,7.7,18,6
7540,5,12,76.0,8.3,84,47
7541,11,20,67.0,6.8,986,95
7542,2,27,79.0,8.1,414,42
7543,8,2,81.0,7.8,101,72
7544,0,7,81.0,8.0,18,6
7545,8,6,70.0,6.0,385,81
7546,0,12,0.0,0.0,1,94
7547,3,48,72.0,0.0,80,34
7548,3,1,69.0,0.0,585,16
7549,5,44,0.0,0.0,1,17
7550,5,37,0.0,0.0,1,52
7551,2,5,61.0,7.4,52,70
7552,0,27,0.0,0.0,1,22
7553,6,121,62.0,7.2,987,71
7554,10,4,0.0,0.0,244,97
7555,5,27,0.0,0.0,167,22
7556,0,52,0.0,9.2,544,82
7557,1,220,73.0,6.4,715,96
7558,5,2,68.0,5.3,988,81
7559,5,25,0.0,0.0,1,22
7560,3,3,73.0,8.0,369,16
7561,5,25,62.0,7.6,316,84
7562,3,244,0.0,0.0,989,45
7563,3,27,82.0,7.3,941,2
7564,5,49,51.0,7.6,296,78
7565,8,49,48.0,8.1,69,40
7566,10,57,39.0,3.2,751,89
7567,4,10,59.0,8.9,165,70
7568,1,7,38.0,6.0,366,58
7569,5,20,0.0,5.8,312,90
7570,0,2,81.0,7.1,542,6
7571,7,245,59.0,0.0,990,26
7572,3,27,0.0,0.0,1,22
7573,10,25,0.0,0.0,991,66
7574,0,12,67.0,9.0,69,95
7575,11,25,0.0,0.0,1,66
7576,10,242,0.0,0.0,992,45
7577,11,25,0.0,0.0,1,66
7578,1,27,68.0,9.1,526,84
7579,5,10,38.0,3.0,993,58
7580,2,7,47.0,0.0,620,31
7581,0,22,83.0,0.0,222,2
7582,0,4,0.0,5.0,1,79
7583,0,5,59.0,0.0,52,70
7584,4,7,0.0,0.0,1,55
7585,5,17,0.0,0.0,1,90
7586,6,25,0.0,0.0,1,22
7587,1,8,56.0,8.3,124,70
7588,9,57,54.0,7.7,778,27
7589,5,17,70.0,7.5,712,47
7590,0,37,63.0,0.0,103,19
7591,1,33,75.0,6.3,298,88
7592,0,12,0.0,0.0,1,94
7593,10,27,0.0,0.0,1,66
7594,0,79,0.0,0.0,1,68
7595,0,2,0.0,0.0,1,38
7596,1,8,0.0,0.0,1,38
7597,10,123,0.0,0.0,1,43
7598,5,4,51.0,7.0,567,31
7599,0,22,0.0,0.0,818,90
7600,0,7,0.0,5.5,57,79
7601,5,44,65.0,7.8,994,78
7602,2,27,0.0,0.0,1,22
7603,6,112,0.0,0.0,1,20
7604,0,12,0.0,0.0,1,94
7605,0,7,85.0,6.5,30,36
7606,3,25,62.0,0.0,933,84
7607,1,5,0.0,5.2,12,79
7608,8,201,56.0,7.1,995,15
7609,0,8,87.0,0.0,82,36
7610,2,5,0.0,0.0,281,38
7611,0,49,53.0,7.3,69,78
7612,8,13,44.0,1.7,960,58
7613,5,27,0.0,0.0,167,22
7614,10,151,0.0,7.1,838,3
7615,9,27,58.0,7.8,91,53
7616,5,37,75.0,8.0,344,88
7617,0,3,78.0,8.3,227,6
7618,10,27,0.0,0.0,246,66
7619,8,143,54.0,4.6,691,56
7620,5,3,0.0,0.0,1,55
7621,3,1,73.0,6.9,380,16
7622,10,218,0.0,0.0,1,74
7623,3,4,0.0,0.0,952,55
7624,0,8,68.0,0.0,709,35
7625,5,49,61.0,0.0,252,78
7626,0,153,39.0,0.0,753,60
7627,0,69,0.0,0.0,833,5
7628,2,27,0.0,6.7,263,22
7629,0,12,63.0,7.9,84,95
7630,10,68,49.0,4.5,691,27
7631,0,4,31.0,4.4,544,58
7632,10,5,0.0,0.0,1,97
7633,2,5,59.0,0.0,12,70
7634,9,29,0.0,0.0,1,66
7635,1,25,44.0,3.7,996,9
7636,4,3,0.0,0.0,1,55
7637,5,8,0.0,0.0,1,55
7638,0,119,61.0,4.0,542,71
7639,3,61,66.0,0.0,837,12
7640,8,246,0.0,0.0,1,45
7641,0,2,66.0,0.0,280,16
7642,7,141,0.0,0.0,997,59
7643,0,3,73.0,7.4,32,16
7644,6,13,0.0,0.0,1,32
7645,11,25,0.0,0.0,1,66
7646,1,22,72.0,7.0,998,29
7647,5,37,0.0,0.0,1,52
7648,0,1,71.0,8.2,339,16
7649,9,247,0.0,0.0,1,45
7650,6,8,0.0,0.0,1,55
7651,5,248,0.0,0.0,1,45
7652,0,10,0.0,0.0,756,94
7653,5,25,0.0,0.0,1,22
7654,0,3,66.0,9.1,371,16
7655,2,23,61.0,7.3,595,84
7656,6,13,72.0,4.7,79,47
7657,0,22,0.0,0.0,1,90
7658,5,4,0.0,0.0,1,55
7659,0,4,0.0,0.0,544,38
7660,0,7,72.0,7.8,297,16
7661,5,4,59.0,8.8,183,70
7662,8,23,82.0,8.7,999,2
7663,5,25,0.0,0.0,1,22
7664,6,25,91.0,7.1,165,2
7665,4,49,82.0,8.8,360,87
7666,5,4,0.0,0.0,244,55
7667,0,12,70.0,0.0,1000,35
7668,4,141,42.0,0.0,379,60
7669,8,15,80.0,8.3,116,47
7670,3,1,0.0,0.0,1,10
7671,0,2,69.0,6.7,82,16
7672,6,249,74.0,8.2,1001,26
7673,9,7,87.0,7.9,18,72
7674,0,49,58.0,7.0,983,78
7675,2,3,73.0,8.5,103,16
7676,5,25,0.0,0.0,1,22
7677,11,25,0.0,0.0,1,66
7678,10,173,0.0,0.0,1,98
7679,10,12,59.0,0.0,194,35
7680,7,250,0.0,0.0,1002,45
7681,11,8,51.0,5.3,223,31
7682,3,107,38.0,5.6,398,85
7683,8,37,84.0,7.9,163,87
7684,5,4,52.0,6.1,302,31
7685,8,23,69.0,6.3,89,29
7686,0,4,0.0,0.0,544,38
7687,0,7,59.0,6.1,18,70
7688,1,220,66.0,0.0,715,57
7689,1,89,52.0,0.0,752,48
7690,11,144,68.0,8.7,1003,8
7691,10,73,0.0,0.0,1004,5
7692,5,13,69.0,7.2,126,95
7693,3,27,0.0,0.0,1,22
7694,7,27,0.0,0.0,1,66
