id,name,platform,year_of_Release,genre,publisher,na_Sales,eu_Sales,jp_Sales,other_Sales,global_Sales,critic_Score,user_Score,developer,rating
5902,Jikkyou Powerful Pro Yakyuu 2010,PS3,2010,Sports,Konami Digital Entertainment,0.0,0.0,0.27,0.0,0.27,,,,
5903,Operation Armored Liberty,GBA,2003,Action,Majesco Entertainment,0.19,0.07,0.0,0.0,0.27,,,Majesco Games,T
5904,Boogie,DS,2007,Misc,Electronic Arts,0.24,0.0,0.0,0.02,0.27,58.0,,EA Montreal,E10+
5905,Monster Hunter Stories,3DS,2016,Action,Capcom,0.0,0.0,0.27,0.0,0.27,,,,
5906,NBA 07,PS3,2006,Sports,Sony Computer Entertainment,0.24,0.0,0.01,0.02,0.27,63.0,6.3,SCEA,E
5907,Call of Juarez: The Cartel,X360,2011,Shooter,Ubisoft,0.14,0.1,0.0,0.03,0.27,47.0,5.7,Techland,M
5908,My Japanese Coach,DS,2008,Misc,Ubisoft,0.24,0.0,0.0,0.02,0.27,59.0,6.7,Ubisoft Sensory Sweep,E
5909,Are You Smarter than a 5th Grader? Game Time,Wii,2009,Puzzle,THQ,0.25,0.0,0.0,0.02,0.27,,,THQ,E
5910,And1 Streetball,PS2,2006,Action,Ubisoft,0.13,0.1,0.0,0.03,0.27,,,,
5911,I Spy: Spooky Mansion,Wii,2010,Puzzle,Storm City Games,0.25,0.0,0.0,0.02,0.27,,,Gusto Games,E
5912,Need for Speed: Most Wanted,DS,2005,Racing,Electronic Arts,0.24,0.01,0.0,0.02,0.27,45.0,6.1,EA Canada,E
5913,Section 8,X360,2009,Shooter,SouthPeak Games,0.15,0.09,0.0,0.02,0.27,69.0,7.3,TimeGate Studios,T
5914,Sonic X: Game Boy Advance Video Volume 1,GBA,2004,Misc,N/A,0.19,0.07,0.0,0.0,0.27,,,,
5915,Summer Athletics: The Ultimate Challenge (US sales),Wii,2008,Sports,DTP Entertainment,0.23,0.03,0.0,0.0,0.27,,,,
5916,ESPN NBA Basketball,XB,2003,Sports,Sega,0.2,0.06,0.0,0.01,0.27,87.0,8.2,Visual Concepts,E
5917,Gallop Racer 2: One and Only Road to Victory,PS,1997,Sports,Tecmo Koei,0.0,0.0,0.25,0.02,0.27,,,,
5918,Ultimate NES Remix,3DS,2014,Action,Unknown,0.15,0.09,0.0,0.02,0.26,69.0,7.6,Indies Zero,E
5919,Sesame Street: Cookie's Counting Carnival,DS,2010,Misc,Warner Bros. Interactive Entertainment,0.25,0.0,0.0,0.02,0.26,,,,
5920,Lowrider,PS2,2002,Misc,Pacific Century Cyber Works,0.11,0.09,0.03,0.03,0.26,46.0,8.4,Pacific Century Cyber Works,T
5921,All-Pro Football 2K8,X360,2007,Sports,Take-Two Interactive,0.24,0.0,0.0,0.02,0.26,75.0,6.8,Visual Concepts,E10+
5922,Family Guy: Back to the Multiverse,PS3,2012,Action,Activision,0.12,0.1,0.0,0.04,0.26,40.0,6.4,Heavy Iron Studios,M
5923,Dungeons & Dragons: Eye of the Beholder,GBA,2002,Role-Playing,Atari,0.19,0.07,0.0,0.0,0.26,,,,
5924,Fish Tycoon,DS,2007,Simulation,Majesco Entertainment,0.24,0.0,0.0,0.02,0.26,46.0,7.0,LDW Big Fish Games,E
5925,Plants vs. Zombies,X360,2010,Strategy,PopCap Games,0.24,0.0,0.0,0.02,0.26,89.0,8.2,PopCap,E10+
5926,Pinkalicious,DS,2011,Misc,GameMill Entertainment,0.25,0.0,0.0,0.02,0.26,,,GameMill Publishing 1st Playable Productions,E
5927,Gundam Breaker,PS3,2013,Action,Namco Bandai Games,0.0,0.0,0.26,0.0,0.26,,,,
5928,The House of the Dead 2,DC,1998,Shooter,Sega,0.0,0.0,0.26,0.0,0.26,,,,
5929,A.C.E.: Another Century's Episode R,PS3,2010,Simulation,Namco Bandai Games,0.0,0.0,0.26,0.0,0.26,,,,
5930,Cake Mania 2: Jill's Next Adventure!,DS,2008,Puzzle,Majesco Entertainment,0.24,0.0,0.0,0.02,0.26,,,,
5931,Rune: Viking Warlord,PS2,2001,Action,Take-Two Interactive,0.13,0.1,0.0,0.03,0.26,53.0,7.3,Human Head Studios,M
5932,Panzer Dragoon Orta,XB,2002,Shooter,Sega,0.16,0.05,0.04,0.01,0.26,90.0,8.5,Smilebit,T
5933,The Incredible Hulk,X360,2008,Action,Sega,0.22,0.02,0.0,0.02,0.26,55.0,6.4,Edge of Reality,T
5934,Jikkyou Powerful Pro Yakyuu '99 Ketteiban,PS,1999,Sports,Konami Digital Entertainment,0.0,0.0,0.25,0.02,0.26,,,,
5935,King's Field II,PS,1996,Role-Playing,From Software,0.08,0.06,0.11,0.02,0.26,,,,
5936,America's Test Kitchen: Let's Get Cooking,DS,2010,Simulation,Nintendo,0.25,0.0,0.0,0.02,0.26,87.0,5.6,Indies Zero,E
5937,Aikatsu! 2-nin no My Princess,3DS,2013,Action,Namco Bandai Games,0.0,0.0,0.26,0.0,0.26,,,,
5938,NCAA Gamebreaker,PS,1996,Sports,Sony Computer Entertainment,0.15,0.1,0.0,0.02,0.26,,,,
5939,Petz: Horsez 2,PS2,2007,Simulation,Ubisoft,0.13,0.1,0.0,0.03,0.26,,,Ubisoft,E
5940,NPPL: Championship Paintball 2009,PS2,2008,Shooter,Activision Value,0.13,0.1,0.0,0.03,0.26,,8.3,FUN Labs,E10+
5941,Battle of Giants: Mutant Insects,DS,2010,Strategy,Ubisoft,0.09,0.14,0.0,0.03,0.26,,,Ubisoft,E10+
5942,Superman Returns,X360,2006,Action,Electronic Arts,0.23,0.01,0.0,0.02,0.26,51.0,6.2,EA Tiburon,T
5943,Shin Megami Tensei: Devil Survivor,DS,2009,Role-Playing,Atlus,0.13,0.0,0.12,0.01,0.26,84.0,8.8,Atlus,T
5944,Tomba!,PS,1997,Platform,Sony Computer Entertainment,0.15,0.1,0.0,0.02,0.26,,,,
5945,Love Plus,DS,2009,Simulation,Konami Digital Entertainment,0.0,0.0,0.26,0.0,0.26,,,,
5946,Tales of Innocence,DS,2007,Role-Playing,Namco Bandai Games,0.0,0.0,0.26,0.0,0.26,,,,
5947,MLB SlugFest 2006,PS2,2006,Sports,Midway Games,0.13,0.1,0.0,0.03,0.26,56.0,7.5,Blue Shift,E10+
5948,Tales of Eternia,PSP,2005,Role-Playing,Ubisoft,0.0,0.01,0.25,0.0,0.26,,,,
5949,Etrian Odyssey II: Heroes of Lagaard,DS,2008,Role-Playing,Atlus,0.09,0.0,0.16,0.01,0.26,82.0,8.9,Atlus,E10+
5950,Rugrats: I Gotta Go Party,GBA,2002,Action,THQ,0.19,0.07,0.0,0.0,0.26,,,,
5951,Angry Birds Star Wars,Wii,2013,Strategy,Activision,0.15,0.09,0.0,0.02,0.26,,2.8,Exient Entertainment,E
5952,The Incredible Hulk,PS3,2008,Action,Sega,0.22,0.02,0.0,0.02,0.26,55.0,6.8,Edge of Reality,T
5953,Deadly Premonition,X360,2010,Action,Rising Star Games,0.18,0.06,0.0,0.02,0.26,68.0,8.2,Access Games,M
5954,Family Feud: 2010 Edition,DS,2009,Misc,Ubisoft,0.24,0.0,0.0,0.02,0.26,,,Ludia Inc.,E
5955,DS Bungaku Zenshuu,DS,2007,Misc,Nintendo,0.0,0.0,0.26,0.0,0.26,,,,
5956,Bolt,PS2,2008,Adventure,Disney Interactive Studios,0.09,0.02,0.0,0.16,0.26,,,Avalanche Software,E10+
5957,Marvel Super Hero Squad: The Infinity Gauntlet,Wii,2010,Action,THQ,0.21,0.04,0.0,0.02,0.26,49.0,,THQ,E10+
5958,Inazuma Eleven GO 3: Galaxy,3DS,2013,Sports,Level 5,0.0,0.0,0.26,0.0,0.26,,,,
5959,Ford Racing 3,PS2,2004,Racing,Take-Two Interactive,0.13,0.1,0.0,0.03,0.26,50.0,6.6,Razorworks Studios,E
5960,The Adventures of Tintin: The Game,PS3,2011,Action,Ubisoft,0.06,0.15,0.0,0.05,0.26,59.0,4.9,Ubisoft Montpellier,E10+
5961,Phantasy Star Universe: Ambition of the Illuminus,PS2,2007,Role-Playing,Sega,0.1,0.08,0.05,0.03,0.26,,8.4,Sonic Team,T
5962,Jikkyou Powerful Pro Yakyuu 2013,PS3,2013,Sports,Konami Digital Entertainment,0.0,0.0,0.26,0.0,0.26,,,,
5963,Major League Baseball 2K10,Wii,2010,Sports,Take-Two Interactive,0.24,0.0,0.0,0.02,0.26,53.0,,Visual Concepts,E
5964,The Adventures of Jimmy Neutron Boy Genius vs. Jimmy Negatron,GBA,2002,Action,THQ,0.19,0.07,0.0,0.0,0.26,55.0,,Human Soft,E
5965,Suikoden Tierkreis,DS,2008,Role-Playing,Konami Digital Entertainment,0.09,0.01,0.15,0.01,0.26,76.0,7.4,Konami,E10+
5966,Etrian Odyssey Untold: The Millennium Girl,3DS,2013,Role-Playing,Atlus,0.1,0.01,0.14,0.01,0.26,80.0,8.2,Atlus,T
5967,Sengoku Basara 2,PS2,2006,Action,Capcom,0.0,0.0,0.26,0.0,0.26,,,,
5968,Hey Arnold! The Movie,GBA,2002,Platform,THQ,0.19,0.07,0.0,0.0,0.26,,,,
5969,Final Fantasy V Advance,GBA,2006,Role-Playing,Nintendo,0.0,0.0,0.26,0.01,0.26,83.0,7.2,TOSE,E
5970,Dragon Ball Z: Tenkaichi Tag Team,PSP,2010,Fighting,Namco Bandai Games,0.11,0.03,0.09,0.03,0.26,63.0,8.6,Spike,T
5971,Need for Speed: Most Wanted,GBA,2005,Racing,Electronic Arts,0.19,0.07,0.0,0.0,0.26,,8.3,EA Canada,E
5972,Star Trek: Invasion,PS,2000,Simulation,Activision,0.15,0.1,0.0,0.02,0.26,76.0,,Warthog,E
5973,Star Wars: Bounty Hunter,GC,2002,Shooter,LucasArts,0.2,0.05,0.0,0.01,0.26,67.0,7.6,LucasArts,T
5974,Tom and Jerry in War of the Whiskers,PS2,2002,Fighting,Ubisoft,0.13,0.1,0.0,0.03,0.26,,,,
5975,Ace Attorney Investigations 2,DS,2011,Adventure,Capcom,0.0,0.0,0.26,0.0,0.26,,,,
5976,Dynasty Warriors 7: Xtreme Legends,PS3,2011,Action,Tecmo Koei,0.04,0.04,0.16,0.02,0.26,64.0,7.8,Omega Force,T
5977,Bratz: The Movie,Wii,2007,Simulation,THQ,0.23,0.01,0.0,0.02,0.26,,5.0,Blitz Games,E
5978,TouchMaster 3(Others sales),DS,2009,Puzzle,Warner Bros. Interactive Entertainment,0.0,0.24,0.0,0.02,0.26,,,,
5979,Naruto: Ultimate Ninja Heroes,PSP,2006,Fighting,Namco Bandai Games,0.26,0.0,0.0,0.0,0.26,70.0,6.5,Bandai,T
5980,Jikkyou Powerful Pro Yakyuu 2011,PS3,2011,Sports,Konami Digital Entertainment,0.0,0.0,0.26,0.0,0.26,,,,
5981,Angry Birds Trilogy,X360,2012,Action,Activision,0.18,0.05,0.0,0.02,0.26,63.0,3.5,Rovio Mobile Rovio Entertainment,E
5982,Major League Baseball 2K9,Wii,2009,Sports,Take-Two Interactive,0.24,0.0,0.0,0.02,0.26,61.0,4.5,2K Sports,E
5983,Yu-Gi-Oh! Ultimate Masters: World Championship Tournament 2006,GBA,2006,Misc,Konami Digital Entertainment,0.14,0.05,0.07,0.01,0.26,,,,
5984,Power Pro Kun Pocket 5,GBA,2003,Sports,Konami Digital Entertainment,0.0,0.0,0.25,0.01,0.26,,,,
5985,Konjiki no Gashbell!! Makai no Bookmark,GBA,2004,Adventure,Banpresto,0.0,0.0,0.25,0.01,0.26,,,,
5986,Battlestations: Midway,X360,2007,Strategy,Eidos Interactive,0.21,0.02,0.0,0.02,0.26,73.0,7.1,Eidos Interactive,T
5987,Riding Spirits,PS2,2002,Racing,BAM! Entertainment,0.13,0.1,0.0,0.03,0.26,59.0,9.0,Spike,E
5988,Tearaway Unfolded,PS4,2015,Platform,Sony Computer Entertainment,0.09,0.13,0.0,0.04,0.26,81.0,8.2,Media Molecule,E
5989,Bust A Groove 2,PS,1999,Misc,Enix Corporation,0.04,0.03,0.18,0.02,0.26,66.0,8.9,Metro,E
5990,Inazuma Eleven Strikers,Wii,2011,Role-Playing,Nintendo,0.0,0.01,0.25,0.0,0.26,59.0,7.9,Level 5,
5991,Hatsune Miku: Project Diva,PSP,2009,Misc,Sega,0.0,0.0,0.26,0.0,0.26,,,,
5992,Megamind: The Blue Defender,DS,2010,Adventure,THQ,0.19,0.05,0.0,0.02,0.26,,,,
5993,The Amazing Spider-Man 2 (2014),PS3,2014,Action,Activision,0.06,0.14,0.02,0.04,0.26,,,,
5994,Gundam Battle Universe,PSP,2008,Fighting,Namco Bandai Games,0.0,0.0,0.26,0.0,0.26,,,,
5995,Sengoku Basara: Battle Heroes,PSP,2009,Action,Capcom,0.0,0.0,0.26,0.0,0.26,,,,
5996,Nightmare Creatures,N64,1996,Action,Activision,0.21,0.05,0.0,0.0,0.26,,,,
5997,Star Wars Episode I: Battle for Naboo,N64,2000,Simulation,LucasArts,0.21,0.05,0.0,0.0,0.26,84.0,8.3,Factor 5,T
5998,Duke Nukem: Zero Hour,N64,1999,Shooter,GT Interactive,0.21,0.05,0.0,0.0,0.26,,,,
5999,Armorines: Project S.W.A.R.M.,N64,1999,Shooter,Acclaim Entertainment,0.21,0.05,0.0,0.0,0.26,,,,
6000,NCAA March Madness 08,PS2,2007,Sports,Electronic Arts,0.13,0.1,0.0,0.03,0.26,,5.0,EA Canada,E
6001,Armored Core: Nexus,PS2,2004,Simulation,Indie Games,0.06,0.05,0.14,0.02,0.26,73.0,8.7,From Software,T
6002,Dora the Explorer: Dora Saves the Crystal Kingdom,Wii,2009,Misc,Take-Two Interactive,0.24,0.0,0.0,0.02,0.26,,,Take-Two Interactive,E
6003,Evolution Skateboarding,PS2,2002,Sports,Konami Digital Entertainment,0.13,0.1,0.0,0.03,0.26,44.0,6.7,Konami,T
6004,Dora the Explorer: The Search for Pirate Pig's Treasure,GBA,2002,Adventure,NewKidCo,0.19,0.07,0.0,0.0,0.26,,,Cinegroupe,E
6005,MLB 09: The Show,PSP,2009,Sports,Sony Computer Entertainment,0.24,0.0,0.0,0.02,0.26,78.0,6.9,SCEA San Diego Studios,E
6006,Yakuza: Ishin,PS3,2014,Action,Sega,0.0,0.0,0.26,0.0,0.26,,,,
6007,Babysitting Mania,DS,2008,Simulation,Majesco Entertainment,0.24,0.0,0.0,0.02,0.26,,,iWin,E
6008,Outlaw Volleyball,XB,2003,Sports,TDK Mediactive,0.19,0.06,0.0,0.01,0.26,77.0,8.4,Hypnotix,M
6009,Batman: Vengeance,GC,2001,Adventure,Ubisoft,0.2,0.05,0.0,0.01,0.26,70.0,5.8,Ubisoft Montreal,T
6010,Scene It? Twilight,Wii,2009,Misc,Konami Digital Entertainment,0.16,0.07,0.0,0.02,0.26,49.0,,Artificial Mind and Movement,T
6011,Tiger Woods PGA Tour 10,PS2,2009,Sports,Electronic Arts,0.12,0.01,0.0,0.13,0.26,,,EA Tiburon,E
6012,Summer Sports 2: Island Sports Party,Wii,2008,Sports,Ubisoft,0.24,0.0,0.0,0.02,0.26,,,Destineer,E
6013,SD Gundam G Generation: Cross Drive,DS,2007,Strategy,Namco Bandai Games,0.0,0.0,0.26,0.0,0.26,,,,
6014,Dungeons & Dragons Heroes,XB,2003,Role-Playing,Atari,0.19,0.06,0.0,0.01,0.26,,,,
6015,Imagine: Fashion Party,Wii,2009,Simulation,Ubisoft,0.24,0.0,0.0,0.02,0.26,,,Lexis Numerique Virtual Toys,E
6016,McGrath Vs. Pastrana Freestyle Motocross,PS,2000,Racing,Acclaim Entertainment,0.14,0.1,0.0,0.02,0.26,,,,
6017,Legaia 2: Duel Saga,PS2,2001,Role-Playing,Eidos Interactive,0.13,0.1,0.0,0.03,0.26,67.0,8.4,Prokion,T
6018,Crash Nitro Kart,GC,2003,Racing,Vivendi Games,0.2,0.05,0.0,0.01,0.26,66.0,7.4,Vicarious Visions,E
6019,Spider-Man: Web of Shadows,PS3,2008,Action,Activision,0.2,0.04,0.0,0.02,0.26,67.0,7.9,Treyarch Shaba Games,T
6020,Samurai Warriors 4,PS3,2014,Action,Tecmo Koei,0.0,0.0,0.26,0.0,0.26,,8.0,Omega Force,T
6021,Rocket League,PS4,2016,Sports,505 Games,0.02,0.2,0.0,0.04,0.26,85.0,8.7,Psyonix,E
6022,Classic NES Series: Bomberman,GBA,2004,Action,Nintendo,0.1,0.04,0.11,0.01,0.26,,,,
6023,Don King Boxing,Wii,2009,Sports,Take-Two Interactive,0.14,0.09,0.0,0.03,0.26,55.0,,2K Shanghai,T
6024,A.C.E.: Another Century's Episode,PS2,2005,Simulation,Banpresto,0.0,0.0,0.26,0.0,0.26,,,,
6025,Frogger's Journey: The Forgotten Relic,GBA,2003,Action,Konami Digital Entertainment,0.18,0.07,0.0,0.0,0.26,59.0,,Konami Computer Entertainment Hawaii,E
6026,Dora the Explorer: Game Boy Advance Video Volume 1,GBA,2004,Misc,N/A,0.18,0.07,0.0,0.0,0.26,,,,
6027,Oddworld: Stranger's Wrath,XB,2005,Adventure,Electronic Arts,0.19,0.06,0.0,0.01,0.26,88.0,9.1,Oddworld Inhabitants,T
6028,King of Fighters: Maximum Impact,PS2,2004,Fighting,Ignition Entertainment,0.13,0.1,0.0,0.03,0.26,64.0,6.9,SNK Playmore,T
6029,Marvel Super Heroes vs. Street Fighter,PS,1998,Fighting,Virgin Interactive,0.14,0.1,0.0,0.02,0.26,,,,
6030,Bratz Ponyz 2,DS,2008,Adventure,Game Factory,0.24,0.0,0.0,0.02,0.26,,,Neko Entertainment,E
6031,Atelier Ayesha: The Alchemist of Dusk,PS3,2012,Role-Playing,Tecmo Koei,0.06,0.04,0.14,0.02,0.26,70.0,6.5,Gust,T
6032,Littlest Pet Shop: Friends,Wii,2009,Simulation,Electronic Arts,0.21,0.02,0.0,0.02,0.26,,,Artech Studios,E
6033,We Cheer 2,Wii,2009,Simulation,Namco Bandai Games,0.24,0.0,0.0,0.02,0.26,64.0,,Machatin Inc.,E10+
6034,Drakan: The Ancients' Gates,PS2,2002,Adventure,Sony Computer Entertainment,0.13,0.1,0.0,0.03,0.26,78.0,9.1,Surreal Software,M
6035,SpongeBob SquarePants: Lights Camera Pants!,XB,2005,Misc,THQ,0.19,0.06,0.0,0.01,0.26,,,,
6036,Call of Duty: Modern Warfare 3: Defiance,DS,2011,Shooter,Activision,0.19,0.04,0.0,0.02,0.26,,,,
6037,Resident Evil: Revelations,X360,2013,Action,Capcom,0.12,0.1,0.02,0.02,0.26,75.0,7.4,Capcom,M
6038,Tony Hawk: Shred,X360,2010,Sports,Activision,0.17,0.06,0.0,0.02,0.26,53.0,6.6,Robomodo,E
6039,Choro Q3,PS,1998,Racing,Takara,0.0,0.0,0.24,0.02,0.26,,,,
6040,Tokyo Jungle,PS3,2012,Action,Sony Computer Entertainment,0.0,0.0,0.26,0.0,0.26,74.0,8.4,Crispy's,T
6041,Lemony Snicket's A Series of Unfortunate Events,GC,2004,Platform,Activision,0.2,0.05,0.0,0.01,0.26,,,,
6042,Army of Two: The Devil's Cartel,X360,2013,Shooter,Electronic Arts,0.16,0.07,0.0,0.02,0.26,54.0,6.2,Visceral Games,M
6043,Bionicle: Matoran Adventures,GBA,2002,Platform,Electronic Arts,0.18,0.07,0.0,0.0,0.26,,,,
6044,Armored Core: Master of Arena,PS,1999,Simulation,From Software,0.07,0.05,0.13,0.02,0.26,,,,
6045,Tom Clancy's Splinter Cell: Double Agent,PS3,2007,Action,Ubisoft,0.2,0.03,0.0,0.03,0.26,78.0,6.5,Ubisoft Shanghai,M
6046,Puppeteer,PS3,2013,Platform,Sony Computer Entertainment Europe,0.11,0.08,0.02,0.04,0.26,80.0,8.5,SCE Japan Studio,E10+
6047,LEGO Harry Potter: Years 5-7,PSP,N/A,Action,Warner Bros. Interactive Entertainment,0.1,0.1,0.0,0.06,0.26,,,Traveller's Tales,E10+
6048,Peter Jackson's King Kong: The Official Game of the Movie,X360,2005,Action,Ubisoft,0.2,0.03,0.0,0.02,0.26,80.0,7.4,Ubisoft Montpellier,T
6049,Legendary,X360,2008,Shooter,Atari,0.08,0.15,0.0,0.03,0.26,47.0,7.1,Spark Unlimited,M
6050,Resident Evil: Deadly Silence,DS,2006,Action,Capcom,0.11,0.02,0.11,0.01,0.26,71.0,8.4,Capcom,M
6051,A.C.E.: Another Century's Episode 3: The Final,PS2,2007,Simulation,Banpresto,0.0,0.0,0.26,0.0,0.26,,,,
6052,ATV: Quad Power Racing,GBA,2002,Racing,Liquid Games,0.18,0.07,0.0,0.0,0.26,49.0,,Tantalus Interactive,E
6053,Rayman DS,DS,2005,Platform,Ubisoft,0.21,0.03,0.0,0.02,0.26,58.0,7.6,DC Studios,E
6054,Backyard NFL Football,GC,2002,Sports,Infogrames,0.2,0.05,0.0,0.01,0.26,,,,
6055,ExciteBots: Trick Racing,Wii,2009,Racing,Nintendo,0.24,0.0,0.0,0.02,0.26,77.0,8.6,Monster Games Inc.,E
6056,All-Star Baseball 2003,XB,2002,Sports,Acclaim Entertainment,0.19,0.06,0.0,0.01,0.26,79.0,8.1,Acclaim,E
6057,MTX Mototrax,PS2,2004,Racing,Activision,0.13,0.1,0.0,0.03,0.26,77.0,8.1,Left Field Productions,E
6058,Zoo Tycoon 2: Ultimate Collection,PC,2008,Strategy,Microsoft Game Studios,0.04,0.18,0.0,0.04,0.26,,8.4,Blue Fang Games,E
6059,Tomb Raider: Underworld (Others sales),PS2,2009,Adventure,Eidos Interactive,0.0,0.21,0.0,0.04,0.26,,,,
6060,NHL Rock the Rink,PS,1999,Sports,Electronic Arts,0.14,0.1,0.0,0.02,0.26,,,,
6061,NBA ShootOut 2004,PS2,2003,Sports,Sony Computer Entertainment,0.13,0.1,0.0,0.03,0.26,58.0,7.8,989 Sports,E
6062,Super Robot Taisen R,GBA,2002,Strategy,Banpresto,0.0,0.0,0.25,0.01,0.26,,,,
6063,Nancy Drew: The Mystery of the Clue Bender Society,DS,2008,Adventure,Codemasters,0.24,0.0,0.0,0.02,0.26,46.0,3.6,Gorilla Systems,E10+
6064,Castlevania: Harmony of Dissonance,GBA,2002,Platform,Konami Digital Entertainment,0.16,0.06,0.04,0.0,0.26,87.0,8.2,KCET,T
6065,J Stars Victory Vs.,PS4,2015,Fighting,Namco Bandai Games,0.07,0.14,0.0,0.04,0.26,,,,
6066,Formula One 2001,PS2,2001,Racing,Sony Computer Entertainment,0.13,0.1,0.0,0.03,0.26,73.0,6.0,Studio Liverpool,E
6067,Baldur's Gate: Dark Alliance II,XB,2004,Role-Playing,Acclaim Entertainment,0.19,0.06,0.0,0.01,0.26,77.0,7.9,Black Isle Studios,T
6068,Pirates of the Caribbean: Dead Man's Chest,DS,2006,Adventure,Disney Interactive Studios,0.23,0.01,0.0,0.02,0.26,63.0,8.6,Amaze Entertainment,T
6069,Madden NFL 2005,DS,2004,Sports,Electronic Arts,0.24,0.0,0.0,0.02,0.26,68.0,7.7,Exient Entertainment,E
6070,The Penguins of Madagascar,DS,2010,Action,THQ,0.12,0.11,0.0,0.02,0.26,,,,
6071,MVP Baseball 2004,GC,2004,Sports,Electronic Arts,0.2,0.05,0.0,0.01,0.26,89.0,8.5,EA Sports,E
6072,Polarium,DS,2004,Puzzle,Nintendo,0.13,0.01,0.11,0.01,0.25,73.0,8.4,Mitchell,E
6073,Super Street Fighter II: Turbo Revival,GBA,2001,Fighting,Ubisoft,0.18,0.07,0.0,0.0,0.25,84.0,7.4,Capcom,T
6074,Secret Weapons Over Normandy,XB,2003,Simulation,LucasArts,0.19,0.05,0.0,0.01,0.25,77.0,8.8,Totally Games,T
6075,Combination Pro Soccer: J-League no Kantoku ni Natte Sekai wo Mezase!!,PS,1998,Sports,Axela,0.0,0.0,0.24,0.02,0.25,,,,
6076,The Elder Scrolls IV: Oblivion,PC,2006,Role-Playing,Take-Two Interactive,0.01,0.2,0.0,0.04,0.25,94.0,8.1,Bethesda Softworks,M
6077,Teen Titans,PS2,2006,Action,THQ,0.12,0.1,0.0,0.03,0.25,56.0,8.6,Artificial Mind and Movement,E10+
6078,Reload: Target Down,Wii,2010,Shooter,Mastiff,0.24,0.0,0.0,0.01,0.25,,,Mastiff,T
6079,Spelling Challenges and more!,PSP,2007,Misc,Crave Entertainment,0.24,0.0,0.0,0.02,0.25,,,,
6080,Crusaders of Might and Magic,PS,1999,Role-Playing,3DO,0.14,0.1,0.0,0.02,0.25,,,,
6081,Star Wars The Clone Wars: Republic Heroes,PS2,2009,Action,LucasArts,0.17,0.01,0.0,0.08,0.25,,8.3,LucasArts Krome Studios,T
6082,Bomberman Generation,GC,2002,Adventure,Vivendi Games,0.15,0.04,0.06,0.01,0.25,81.0,8.5,Hudson,E
6083,Sega Rally Revo,PSP,2007,Racing,Sega,0.03,0.15,0.0,0.07,0.25,74.0,7.2,Bugbear,E
6084,Lego Star Wars: The Force Awakens,XOne,2016,Action,Warner Bros. Interactive Entertainment,0.13,0.11,0.0,0.02,0.25,76.0,6.9,TT Games,E10+
6085,TOCA Race Driver 2: Ultimate Racing Simulator,PSP,2005,Racing,Codemasters,0.0,0.25,0.0,0.0,0.25,,,,
6086,Surfing H3O,PS2,2000,Sports,Take-Two Interactive,0.12,0.1,0.0,0.03,0.25,46.0,4.6,Opus,E
6087,Ice Age 2: The Meltdown,GBA,2006,Platform,Vivendi Games,0.18,0.07,0.0,0.0,0.25,,,Amaze Entertainment,E
6088,The Suite Life of Zack & Cody: Tipton Trouble,DS,2006,Action,Disney Interactive Studios,0.23,0.0,0.0,0.02,0.25,,,,
6089,NASCAR 09,X360,2008,Racing,Electronic Arts,0.23,0.0,0.0,0.02,0.25,69.0,7.8,EA Games,E
6090,Madden NFL 08,DS,2007,Sports,Electronic Arts,0.23,0.0,0.0,0.02,0.25,71.0,,Exient Entertainment,E
6091,World Series of Poker,XB,2005,Misc,Activision,0.19,0.05,0.0,0.01,0.25,52.0,,Activision Value,E10+
6092,Metroid Prime Pinball,DS,2005,Misc,Nintendo,0.21,0.0,0.02,0.02,0.25,79.0,7.9,Fuse Games Limited,E
6093,One Piece: Pirate Warriors 3,PS3,2015,Action,Namco Bandai Games,0.0,0.05,0.19,0.01,0.25,,3.7,Omega Force,T
6094,NASCAR 09,PS3,2008,Racing,Electronic Arts,0.22,0.01,0.0,0.02,0.25,65.0,7.5,EA Games,E
6095,Game of Thrones,X360,2012,Role-Playing,Focus Home Interactive,0.15,0.08,0.0,0.02,0.25,52.0,5.1,Cyanide Cyanide Studios,M
6096,Happy Feet,GC,2006,Action,Midway Games,0.2,0.05,0.0,0.01,0.25,,8.6,Artificial Mind and Movement,E
6097,Walt Disney's The Jungle Book: Rhythm N'Groove,PS2,2003,Misc,Disney Interactive Studios,0.12,0.1,0.0,0.03,0.25,56.0,,Ubisoft Shanghai,E
6098,Smart Girl's Playhouse,DS,2007,Misc,505 Games,0.24,0.0,0.0,0.02,0.25,,,Starfish SD,E
6099,Triple Play 2002,XB,2002,Sports,Electronic Arts,0.19,0.05,0.0,0.01,0.25,64.0,,Pandemic Studios,E
6100,Zoo Resort 3D,3DS,2011,Simulation,Ubisoft,0.11,0.09,0.03,0.02,0.25,,,AQ Interactive,E
6101,Evil Zone,PS,1998,Fighting,Titus,0.14,0.1,0.0,0.02,0.25,,,,
6102,Spy Kids Challenger,GBA,2002,Platform,Disney Interactive Studios,0.18,0.07,0.0,0.0,0.25,,,,
6103,K-ON! Houkago Live!!,PSP,2010,Misc,Sega,0.0,0.0,0.25,0.0,0.25,,,,
6104,A. IV Evolution: A Ressha de Ikou 4,PS,1994,Strategy,ArtDink,0.0,0.0,0.24,0.02,0.25,,,,
6105,Exhibition,XB,2001,Misc,Microsoft Game Studios,0.19,0.05,0.0,0.01,0.25,,,,
